epochs,average,stdev,raw values
10,0.17619999999999997,0.027759310336260654,0.178,0.17,0.168,0.178,0.156,0.206,0.146,0.17,0.138,0.254,0.174,0.186,0.176,0.174,0.152,0.23,0.142,0.186,0.204,0.162,0.136,0.162,0.196,0.192,0.172,0.132,0.156,0.202,0.21,0.178
20,0.7645333333333332,0.06250833507639592,0.646,0.726,0.87,0.696,0.81,0.77,0.68,0.786,0.768,0.814,0.826,0.836,0.738,0.796,0.816,0.75,0.784,0.872,0.762,0.672,0.788,0.688,0.664,0.854,0.784,0.81,0.784,0.744,0.698,0.704
30,0.9736666666666666,0.010253118393035818,0.956,0.964,0.988,0.976,0.972,0.982,0.958,0.986,0.962,0.994,0.982,0.976,0.974,0.962,0.966,0.966,0.962,0.97,0.972,0.972,0.968,0.976,0.968,0.99,0.972,0.99,0.968,0.968,0.984,0.986
40,0.9965333333333335,0.003104316609045446,0.998,0.99,1.0,1.0,0.99,0.996,0.998,0.998,0.994,1.0,0.996,0.998,0.992,0.994,0.996,0.996,0.998,0.998,0.996,0.99,0.996,0.998,1.0,0.998,1.0,0.992,1.0,0.998,0.998,0.998
50,0.9995999999999999,0.0008136762043449732,0.998,1.0,0.998,1.0,1.0,1.0,1.0,0.998,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,0.9999333333333332,0.00036514837167011106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,0.9999333333333332,0.00036514837167011106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0

epochs,average,stdev,raw values
10,0.04473333333333336,0.007727841886962043,0.048,0.032,0.038,0.036,0.048,0.054,0.048,0.056,0.054,0.048,0.042,0.046,0.032,0.036,0.044,0.046,0.058,0.046,0.038,0.04,0.032,0.058,0.054,0.038,0.044,0.054,0.046,0.042,0.038,0.046
20,0.06406666666666669,0.008811956349905717,0.06,0.056,0.062,0.066,0.046,0.05,0.054,0.058,0.056,0.088,0.064,0.062,0.076,0.066,0.08,0.068,0.06,0.068,0.066,0.058,0.07,0.058,0.068,0.064,0.07,0.072,0.072,0.068,0.054,0.062
30,0.07560000000000001,0.01442603011322194,0.082,0.096,0.078,0.08,0.084,0.068,0.05,0.072,0.084,0.072,0.07,0.044,0.08,0.066,0.1,0.088,0.09,0.07,0.108,0.074,0.068,0.094,0.082,0.06,0.054,0.072,0.072,0.062,0.082,0.066
40,0.07620000000000003,0.01237739875741264,0.064,0.078,0.09,0.1,0.084,0.074,0.07,0.076,0.066,0.094,0.086,0.074,0.076,0.088,0.054,0.082,0.088,0.05,0.058,0.082,0.064,0.056,0.086,0.076,0.068,0.078,0.084,0.084,0.068,0.088
50,0.08120000000000002,0.010056392717210214,0.068,0.082,0.064,0.07,0.086,0.072,0.092,0.072,0.076,0.092,0.074,0.084,0.088,0.082,0.072,0.106,0.074,0.092,0.066,0.088,0.088,0.078,0.082,0.082,0.084,0.096,0.07,0.096,0.08,0.08
60,0.08506666666666668,0.015156501582815377,0.108,0.106,0.086,0.072,0.072,0.108,0.086,0.088,0.064,0.082,0.084,0.092,0.084,0.064,0.114,0.074,0.102,0.098,0.102,0.068,0.076,0.06,0.078,0.074,0.09,0.106,0.088,0.07,0.088,0.068
70,0.08260000000000002,0.013986693183411742,0.066,0.09,0.07,0.074,0.09,0.102,0.064,0.082,0.086,0.102,0.064,0.108,0.08,0.076,0.076,0.066,0.06,0.076,0.082,0.086,0.08,0.082,0.084,0.078,0.102,0.06,0.104,0.094,0.104,0.09
80,0.08760000000000004,0.013680088727278304,0.096,0.07,0.08,0.072,0.1,0.072,0.104,0.076,0.062,0.096,0.072,0.104,0.082,0.096,0.072,0.09,0.084,0.084,0.104,0.098,0.09,0.098,0.062,0.09,0.106,0.092,0.088,0.088,0.116,0.084
90,0.08800000000000001,0.013462591849653052,0.08,0.088,0.086,0.074,0.072,0.102,0.094,0.078,0.078,0.076,0.088,0.086,0.07,0.068,0.09,0.09,0.09,0.094,0.104,0.096,0.074,0.124,0.102,0.09,0.064,0.094,0.104,0.11,0.084,0.09
100,0.09220000000000003,0.0128583797981893,0.082,0.088,0.108,0.102,0.1,0.106,0.092,0.066,0.112,0.088,0.06,0.088,0.078,0.094,0.102,0.088,0.09,0.088,0.092,0.096,0.088,0.106,0.084,0.076,0.118,0.104,0.1,0.084,0.086,0.1

