rand. mult.,expert %,average,stdev,raw values
4,10,0.5724666666666668,0.04852211250861662,0.592,0.504,0.598,0.514,0.488,0.542,0.584,0.55,0.534,0.556,0.51,0.634,0.504,0.506,0.564,0.7,0.598,0.566,0.632,0.606,0.558,0.588,0.586,0.596,0.654,0.56,0.604,0.558,0.588,0.6
4,30,0.5868666666666668,0.047696405802080954,0.582,0.54,0.62,0.56,0.476,0.572,0.614,0.568,0.558,0.568,0.52,0.636,0.542,0.518,0.574,0.724,0.606,0.56,0.632,0.656,0.586,0.598,0.596,0.596,0.652,0.564,0.61,0.568,0.608,0.602
4,50,0.6204000000000001,0.04748110331925527,0.636,0.54,0.666,0.596,0.508,0.638,0.646,0.6,0.598,0.638,0.612,0.684,0.55,0.564,0.606,0.72,0.63,0.58,0.67,0.638,0.624,0.612,0.646,0.634,0.69,0.566,0.664,0.572,0.628,0.656
4,70,0.6679333333333333,0.045840753840263995,0.698,0.62,0.704,0.566,0.582,0.666,0.666,0.622,0.696,0.7,0.634,0.704,0.614,0.59,0.64,0.76,0.694,0.652,0.708,0.68,0.634,0.686,0.692,0.734,0.71,0.642,0.69,0.662,0.71,0.682
4,90,0.7302,0.028144209914725597,0.72,0.708,0.75,0.694,0.688,0.746,0.732,0.722,0.748,0.68,0.694,0.768,0.678,0.698,0.764,0.75,0.712,0.744,0.77,0.746,0.744,0.698,0.746,0.746,0.754,0.732,0.748,0.708,0.742,0.776
4,100,0.6866666666666668,0.04477786809646444,0.698,0.614,0.718,0.638,0.606,0.66,0.68,0.652,0.676,0.7,0.644,0.756,0.62,0.63,0.688,0.804,0.722,0.672,0.736,0.708,0.694,0.7,0.7,0.682,0.746,0.668,0.734,0.666,0.67,0.718
5,10,0.5693999999999999,0.045701128032558186,0.574,0.566,0.526,0.646,0.576,0.586,0.55,0.534,0.63,0.614,0.532,0.61,0.64,0.636,0.61,0.538,0.502,0.528,0.476,0.594,0.57,0.612,0.486,0.504,0.552,0.584,0.564,0.596,0.564,0.582
5,30,0.5827333333333333,0.046248156222956485,0.564,0.596,0.528,0.658,0.61,0.62,0.556,0.546,0.646,0.592,0.562,0.596,0.684,0.634,0.61,0.578,0.55,0.544,0.478,0.606,0.598,0.628,0.516,0.504,0.566,0.6,0.588,0.596,0.534,0.594
5,50,0.6015333333333335,0.04261352653416708,0.622,0.596,0.576,0.65,0.59,0.598,0.55,0.58,0.642,0.616,0.616,0.652,0.664,0.648,0.64,0.562,0.586,0.57,0.498,0.622,0.608,0.658,0.522,0.576,0.572,0.624,0.598,0.61,0.536,0.664
5,70,0.6341333333333334,0.04000666611120368,0.676,0.618,0.622,0.65,0.64,0.648,0.582,0.624,0.692,0.67,0.562,0.654,0.706,0.694,0.66,0.604,0.616,0.612,0.55,0.632,0.63,0.688,0.574,0.618,0.654,0.638,0.662,0.634,0.568,0.646
5,90,0.6506666666666665,0.03077093717637869,0.668,0.688,0.642,0.69,0.688,0.632,0.684,0.628,0.64,0.67,0.634,0.678,0.644,0.676,0.614,0.62,0.606,0.628,0.588,0.642,0.654,0.642,0.574,0.672,0.688,0.672,0.686,0.648,0.662,0.662
5,100,0.6710666666666667,0.04280100976357461,0.7,0.654,0.622,0.728,0.7,0.68,0.632,0.66,0.716,0.724,0.646,0.712,0.738,0.726,0.704,0.634,0.662,0.626,0.568,0.688,0.688,0.698,0.58,0.62,0.666,0.68,0.668,0.682,0.638,0.692
7,10,0.5778666666666668,0.04640432005255792,0.53,0.604,0.632,0.604,0.582,0.484,0.626,0.6,0.562,0.574,0.644,0.566,0.528,0.596,0.66,0.61,0.548,0.626,0.59,0.638,0.454,0.534,0.578,0.566,0.596,0.546,0.556,0.606,0.542,0.554
7,30,0.5875333333333334,0.053667387729859996,0.566,0.616,0.634,0.644,0.6,0.472,0.614,0.6,0.548,0.564,0.668,0.552,0.518,0.642,0.676,0.586,0.56,0.632,0.632,0.632,0.42,0.568,0.614,0.582,0.592,0.57,0.566,0.602,0.576,0.58
7,50,0.5951333333333332,0.04229513164561071,0.588,0.594,0.638,0.632,0.618,0.552,0.65,0.63,0.618,0.592,0.632,0.552,0.55,0.576,0.658,0.614,0.59,0.644,0.632,0.648,0.48,0.522,0.58,0.598,0.562,0.57,0.54,0.624,0.572,0.598
7,70,0.6025333333333334,0.035350202002381766,0.6,0.622,0.646,0.648,0.636,0.512,0.602,0.678,0.616,0.63,0.612,0.572,0.546,0.616,0.642,0.65,0.598,0.616,0.606,0.608,0.542,0.574,0.586,0.6,0.59,0.574,0.562,0.592,0.6,0.6
7,90,0.5758666666666666,0.03727598222146147,0.492,0.564,0.556,0.574,0.604,0.568,0.558,0.618,0.588,0.564,0.576,0.548,0.548,0.588,0.6,0.528,0.59,0.64,0.568,0.622,0.496,0.58,0.622,0.584,0.606,0.546,0.52,0.586,0.602,0.64
7,100,0.6570666666666668,0.04140542470984084,0.622,0.678,0.706,0.692,0.684,0.572,0.676,0.684,0.626,0.662,0.712,0.634,0.598,0.676,0.692,0.694,0.63,0.708,0.68,0.714,0.542,0.632,0.66,0.646,0.658,0.626,0.634,0.686,0.626,0.662
6,10,0.5790666666666666,0.049468159967545916,0.682,0.58,0.686,0.584,0.59,0.542,0.546,0.512,0.646,0.542,0.594,0.532,0.596,0.508,0.562,0.544,0.574,0.536,0.516,0.63,0.578,0.546,0.596,0.612,0.562,0.53,0.566,0.648,0.564,0.668
6,30,0.5825999999999999,0.04664510174971621,0.692,0.582,0.678,0.614,0.59,0.554,0.566,0.548,0.616,0.562,0.61,0.54,0.606,0.48,0.562,0.556,0.612,0.538,0.51,0.618,0.566,0.55,0.576,0.628,0.592,0.536,0.566,0.632,0.554,0.644
6,50,0.5951333333333334,0.0464243792473927,0.652,0.634,0.694,0.628,0.588,0.526,0.578,0.554,0.642,0.542,0.616,0.554,0.548,0.526,0.578,0.538,0.612,0.594,0.542,0.654,0.584,0.592,0.592,0.632,0.58,0.56,0.582,0.652,0.588,0.692
6,70,0.6098,0.05116936044427233,0.732,0.596,0.724,0.674,0.58,0.604,0.596,0.576,0.596,0.568,0.624,0.59,0.608,0.544,0.626,0.608,0.596,0.564,0.544,0.646,0.554,0.572,0.616,0.64,0.612,0.514,0.656,0.65,0.588,0.696
6,90,0.6140000000000002,0.03428078782340197,0.646,0.604,0.676,0.656,0.642,0.562,0.586,0.586,0.6,0.614,0.648,0.608,0.57,0.552,0.646,0.616,0.664,0.566,0.648,0.63,0.608,0.566,0.598,0.656,0.584,0.652,0.612,0.632,0.606,0.586
6,100,0.6679999999999998,0.047532203239778255,0.768,0.66,0.758,0.684,0.68,0.628,0.638,0.62,0.724,0.63,0.694,0.648,0.684,0.582,0.644,0.67,0.672,0.614,0.59,0.716,0.636,0.638,0.662,0.692,0.652,0.63,0.688,0.74,0.648,0.75
8,10,0.5701333333333333,0.042669324629853414,0.556,0.642,0.542,0.596,0.572,0.582,0.6,0.57,0.542,0.574,0.572,0.546,0.588,0.518,0.552,0.58,0.596,0.604,0.578,0.45,0.566,0.554,0.56,0.492,0.566,0.512,0.608,0.628,0.596,0.662
8,30,0.5742,0.04814733136157578,0.57,0.63,0.562,0.584,0.608,0.54,0.612,0.606,0.538,0.568,0.578,0.584,0.576,0.546,0.508,0.612,0.592,0.624,0.59,0.458,0.582,0.552,0.518,0.462,0.6,0.516,0.62,0.622,0.598,0.67
8,50,0.5785999999999999,0.04377418543325309,0.552,0.622,0.566,0.616,0.57,0.556,0.622,0.604,0.552,0.622,0.608,0.552,0.57,0.524,0.532,0.588,0.588,0.624,0.596,0.498,0.574,0.564,0.58,0.464,0.574,0.518,0.644,0.626,0.596,0.656
8,70,0.5810666666666667,0.03655410098539662,0.594,0.604,0.552,0.59,0.564,0.578,0.634,0.6,0.566,0.604,0.622,0.562,0.59,0.57,0.562,0.602,0.634,0.592,0.592,0.512,0.56,0.54,0.57,0.538,0.538,0.496,0.564,0.632,0.626,0.644
8,90,0.5422,0.028993935156547274,0.532,0.55,0.52,0.566,0.53,0.518,0.532,0.58,0.54,0.564,0.564,0.508,0.568,0.556,0.538,0.572,0.572,0.546,0.566,0.512,0.58,0.488,0.542,0.484,0.516,0.49,0.566,0.544,0.528,0.594
8,100,0.6520666666666667,0.04114393015386045,0.61,0.712,0.636,0.68,0.652,0.656,0.692,0.664,0.628,0.646,0.656,0.624,0.656,0.592,0.616,0.674,0.688,0.67,0.666,0.554,0.644,0.638,0.628,0.588,0.66,0.6,0.7,0.696,0.686,0.75
