rand. mult.,expert %,average,stdev,raw values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,0.571933333,0.046254121,0.622,0.568,0.52,0.564,0.556,0.57,0.606,0.654,0.63,0.572,0.574,0.57,0.606,0.592,0.572,0.642,0.542,0.5,0.51,0.632,0.522,0.614,0.64,0.548,0.588,0.49,0.54,0.58,0.488,0.546
6,30,0.585,0.043760319,0.616,0.536,0.532,0.576,0.572,0.562,0.598,0.654,0.64,0.594,0.586,0.578,0.604,0.58,0.554,0.62,0.58,0.522,0.524,0.66,0.552,0.618,0.672,0.584,0.64,0.51,0.588,0.622,0.524,0.552
6,50,0.587933333,0.045271543,0.62,0.62,0.538,0.51,0.588,0.55,0.634,0.636,0.65,0.6,0.612,0.558,0.604,0.596,0.54,0.626,0.546,0.504,0.55,0.674,0.568,0.586,0.666,0.586,0.644,0.54,0.586,0.61,0.54,0.556
6,70,0.598466667,0.042916706,0.638,0.564,0.546,0.554,0.572,0.618,0.604,0.632,0.618,0.622,0.586,0.56,0.636,0.62,0.584,0.582,0.604,0.538,0.606,0.66,0.522,0.636,0.654,0.602,0.658,0.484,0.622,0.648,0.568,0.616
6,90,0.603066667,0.039081642,0.598,0.566,0.618,0.54,0.622,0.57,0.562,0.682,0.612,0.616,0.54,0.602,0.634,0.606,0.58,0.62,0.606,0.604,0.566,0.654,0.632,0.64,0.63,0.558,0.644,0.498,0.63,0.622,0.622,0.618
6,100,0.6594,0.043635323,0.702,0.644,0.6,0.644,0.67,0.632,0.664,0.716,0.718,0.684,0.672,0.666,0.672,0.696,0.634,0.704,0.652,0.57,0.622,0.752,0.628,0.674,0.71,0.64,0.684,0.562,0.646,0.684,0.6,0.64
5,10,0.5708,0.046958823,0.534,0.602,0.654,0.636,0.58,0.596,0.538,0.532,0.536,0.572,0.574,0.566,0.602,0.604,0.568,0.53,0.604,0.636,0.548,0.602,0.622,0.556,0.494,0.506,0.644,0.486,0.56,0.606,0.48,0.556
5,30,0.588266667,0.042386508,0.56,0.614,0.62,0.648,0.574,0.618,0.568,0.552,0.56,0.608,0.59,0.576,0.618,0.632,0.566,0.55,0.608,0.644,0.582,0.602,0.672,0.56,0.522,0.544,0.664,0.524,0.574,0.626,0.502,0.57
5,50,0.600733333,0.044617867,0.572,0.6,0.648,0.702,0.614,0.658,0.586,0.53,0.592,0.608,0.604,0.586,0.626,0.606,0.584,0.564,0.622,0.634,0.606,0.636,0.606,0.61,0.546,0.544,0.642,0.506,0.64,0.668,0.546,0.536
5,70,0.6278,0.039182508,0.598,0.63,0.68,0.652,0.682,0.674,0.644,0.588,0.598,0.58,0.656,0.644,0.61,0.64,0.638,0.604,0.624,0.634,0.624,0.68,0.68,0.65,0.518,0.592,0.68,0.568,0.616,0.64,0.582,0.628
5,90,0.661,0.026107206,0.694,0.674,0.64,0.72,0.66,0.67,0.658,0.666,0.632,0.624,0.668,0.658,0.634,0.682,0.644,0.652,0.648,0.674,0.632,0.688,0.696,0.674,0.648,0.676,0.65,0.612,0.614,0.696,0.654,0.692
5,100,0.669466667,0.042452191,0.654,0.688,0.736,0.726,0.692,0.708,0.658,0.626,0.64,0.68,0.692,0.69,0.664,0.702,0.658,0.634,0.7,0.718,0.648,0.694,0.716,0.64,0.574,0.646,0.726,0.568,0.64,0.704,0.624,0.638
