rand. mult.,expert %,average,stdev,raw values,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,10,0.291333333,0.042313553,0.248,0.272,0.338,0.346,0.222,0.368,0.346,0.264,0.298,0.302,0.306,0.226,0.356,0.268,0.286,0.226,0.24,0.31,0.29,0.28,0.254,0.294,0.288,0.354,0.312,0.336,0.334,0.276,0.256,0.244
9,30,0.359333333,0.055912082,0.286,0.414,0.454,0.302,0.378,0.25,0.352,0.418,0.34,0.334,0.426,0.336,0.466,0.278,0.382,0.402,0.318,0.39,0.394,0.322,0.312,0.306,0.418,0.402,0.354,0.358,0.27,0.422,0.34,0.356
9,50,0.346933333,0.051111058,0.328,0.37,0.49,0.352,0.384,0.332,0.336,0.394,0.262,0.282,0.398,0.41,0.41,0.288,0.306,0.316,0.392,0.376,0.29,0.31,0.332,0.328,0.33,0.44,0.302,0.33,0.306,0.318,0.332,0.364
9,70,0.327533333,0.041944736,0.378,0.318,0.228,0.33,0.31,0.328,0.282,0.366,0.29,0.406,0.306,0.37,0.318,0.306,0.334,0.328,0.362,0.328,0.408,0.294,0.292,0.364,0.292,0.346,0.298,0.302,0.266,0.402,0.328,0.346
9,90,0.2654,0.044072511,0.236,0.322,0.322,0.234,0.256,0.246,0.312,0.226,0.252,0.25,0.322,0.316,0.27,0.184,0.34,0.184,0.248,0.298,0.264,0.208,0.23,0.274,0.298,0.348,0.23,0.234,0.236,0.306,0.25,0.266
9,100,0.425866667,0.041399428,0.434,0.468,0.392,0.474,0.432,0.402,0.406,0.418,0.354,0.44,0.4,0.462,0.404,0.42,0.414,0.384,0.392,0.458,0.466,0.34,0.372,0.544,0.426,0.478,0.406,0.446,0.41,0.424,0.448,0.462
8,10,0.274733333,0.070267437,0.264,0.344,0.322,0.198,0.194,0.346,0.248,0.296,0.192,0.05,0.294,0.302,0.302,0.198,0.21,0.312,0.244,0.332,0.358,0.23,0.318,0.294,0.196,0.288,0.332,0.29,0.226,0.354,0.344,0.364
8,30,0.355666667,0.046695147,0.332,0.37,0.344,0.29,0.426,0.46,0.366,0.268,0.276,0.322,0.39,0.334,0.418,0.31,0.388,0.35,0.33,0.34,0.41,0.368,0.324,0.408,0.362,0.392,0.37,0.314,0.302,0.418,0.336,0.352
8,50,0.341933333,0.049098025,0.248,0.374,0.378,0.29,0.362,0.406,0.386,0.284,0.374,0.354,0.434,0.358,0.422,0.36,0.316,0.32,0.354,0.304,0.29,0.25,0.316,0.38,0.372,0.306,0.392,0.348,0.282,0.284,0.384,0.33
8,70,0.3172,0.042948566,0.364,0.314,0.402,0.32,0.336,0.314,0.342,0.306,0.264,0.324,0.354,0.316,0.362,0.28,0.39,0.32,0.352,0.274,0.318,0.312,0.244,0.274,0.29,0.414,0.326,0.312,0.244,0.282,0.3,0.266
8,90,0.280866667,0.041803096,0.272,0.29,0.314,0.312,0.308,0.334,0.25,0.28,0.282,0.282,0.224,0.238,0.326,0.272,0.25,0.32,0.194,0.262,0.254,0.348,0.256,0.358,0.308,0.28,0.32,0.338,0.274,0.216,0.232,0.232
8,100,0.4078,0.046616114,0.406,0.406,0.48,0.28,0.384,0.41,0.388,0.436,0.426,0.418,0.424,0.348,0.312,0.41,0.406,0.424,0.424,0.446,0.48,0.43,0.404,0.448,0.422,0.436,0.464,0.352,0.382,0.452,0.412,0.324
7,10,0.278,0.049730307,0.292,0.194,0.276,0.336,0.296,0.336,0.26,0.298,0.264,0.278,0.3,0.272,0.288,0.344,0.396,0.306,0.272,0.202,0.294,0.214,0.294,0.26,0.306,0.22,0.258,0.302,0.312,0.304,0.16,0.206
7,30,0.363466667,0.053585725,0.306,0.282,0.382,0.392,0.36,0.248,0.336,0.394,0.354,0.454,0.376,0.36,0.35,0.342,0.348,0.436,0.334,0.376,0.39,0.368,0.242,0.382,0.396,0.284,0.372,0.414,0.478,0.414,0.366,0.368
7,50,0.3346,0.047264917,0.256,0.33,0.35,0.346,0.232,0.356,0.336,0.314,0.36,0.348,0.4,0.286,0.32,0.384,0.286,0.414,0.24,0.328,0.364,0.286,0.356,0.344,0.368,0.302,0.418,0.378,0.308,0.36,0.296,0.372
7,70,0.320133333,0.040431921,0.296,0.262,0.318,0.296,0.302,0.31,0.316,0.368,0.384,0.334,0.348,0.214,0.244,0.298,0.374,0.374,0.376,0.31,0.276,0.334,0.31,0.318,0.364,0.342,0.32,0.294,0.364,0.348,0.306,0.304
7,90,0.281066667,0.044432772,0.224,0.238,0.35,0.278,0.26,0.326,0.332,0.308,0.298,0.296,0.29,0.214,0.314,0.31,0.356,0.344,0.264,0.266,0.238,0.306,0.24,0.262,0.204,0.25,0.332,0.34,0.292,0.236,0.236,0.228
7,100,0.402066667,0.051202056,0.368,0.362,0.34,0.474,0.376,0.356,0.396,0.386,0.356,0.494,0.416,0.338,0.376,0.428,0.34,0.434,0.38,0.448,0.398,0.462,0.41,0.436,0.46,0.446,0.448,0.484,0.268,0.408,0.392,0.382
