rand. mult.,expert %,average,stdev,raw values
4,10,0.5890333333333332,0.04121724056193269,0.588,0.573,0.57,0.621,0.674,0.595,0.576,0.648,0.545,0.532,0.616,0.606,0.618,0.626,0.618,0.591,0.608,0.65,0.545,0.536,0.616,0.639,0.546,0.549,0.58,0.617,0.593,0.519,0.516,0.56
4,30,0.6033666666666666,0.04299116455604638,0.599,0.582,0.601,0.667,0.674,0.585,0.578,0.67,0.573,0.611,0.631,0.589,0.604,0.612,0.645,0.629,0.614,0.647,0.508,0.571,0.624,0.7,0.569,0.567,0.6,0.592,0.596,0.522,0.55,0.591
4,50,0.6324333333333333,0.04258029602052341,0.641,0.566,0.678,0.651,0.722,0.633,0.655,0.713,0.601,0.601,0.7,0.625,0.627,0.629,0.665,0.647,0.638,0.664,0.58,0.637,0.622,0.693,0.599,0.633,0.604,0.604,0.632,0.56,0.598,0.555
4,70,0.6705333333333331,0.04599830081819239,0.636,0.667,0.675,0.712,0.74,0.705,0.687,0.691,0.613,0.662,0.711,0.629,0.653,0.729,0.713,0.663,0.726,0.7,0.595,0.587,0.727,0.73,0.629,0.674,0.685,0.66,0.659,0.557,0.659,0.642
4,90,0.7358000000000001,0.02966177151916544,0.735,0.774,0.775,0.768,0.763,0.702,0.746,0.761,0.706,0.7,0.748,0.745,0.712,0.787,0.753,0.692,0.703,0.753,0.692,0.688,0.746,0.738,0.729,0.719,0.754,0.791,0.751,0.719,0.709,0.715
4,100,0.6975666666666668,0.04137855794335109,0.643,0.689,0.72,0.735,0.754,0.7,0.688,0.76,0.635,0.648,0.717,0.694,0.698,0.707,0.749,0.732,0.729,0.756,0.677,0.66,0.744,0.735,0.625,0.7,0.708,0.719,0.675,0.614,0.641,0.675
5,10,0.5753666666666667,0.05249925013148107,0.644,0.544,0.569,0.643,0.567,0.609,0.544,0.62,0.671,0.613,0.544,0.582,0.621,0.483,0.539,0.45,0.638,0.529,0.591,0.545,0.615,0.498,0.512,0.563,0.56,0.542,0.575,0.635,0.619,0.596
5,30,0.5873,0.04984676519093289,0.709,0.535,0.579,0.616,0.565,0.628,0.528,0.6,0.661,0.657,0.555,0.589,0.579,0.533,0.534,0.461,0.613,0.58,0.623,0.57,0.633,0.557,0.535,0.55,0.578,0.606,0.593,0.652,0.589,0.611
5,50,0.6024999999999998,0.049074011662891964,0.655,0.571,0.63,0.663,0.665,0.608,0.574,0.635,0.621,0.64,0.512,0.637,0.579,0.554,0.557,0.47,0.642,0.574,0.612,0.606,0.611,0.569,0.559,0.531,0.597,0.6,0.65,0.687,0.622,0.644
5,70,0.6265999999999999,0.0420234745564084,0.611,0.654,0.655,0.689,0.652,0.602,0.624,0.671,0.673,0.668,0.538,0.646,0.59,0.624,0.595,0.54,0.676,0.658,0.619,0.602,0.648,0.556,0.569,0.584,0.646,0.595,0.682,0.633,0.659,0.639
