0,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.01, 0.0, 0.0, 0.0], 40: [0.02, 0.0, 0.01, 0.0, 0.0], 50: [0.0, 0.03, 0.02, 0.04, 0.02], 60: [0.06, 0.02, 0.06, 0.06, 0.01], 70: [0.06, 0.12, 0.08, 0.08, 0.04], 80: [0.06, 0.09, 0.1, 0.07, 0.09], 90: [0.17, 0.12, 0.18, 0.13, 0.1]}
1,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.01], 40: [0.0, 0.0, 0.0, 0.01, 0.0], 50: [0.01, 0.02, 0.01, 0.02, 0.06], 60: [0.03, 0.02, 0.06999999999999999, 0.03, 0.02], 70: [0.07, 0.09, 0.02, 0.02, 0.06999999999999999], 80: [0.11, 0.05, 0.11, 0.08, 0.09], 90: [0.11, 0.13, 0.16, 0.1, 0.12]}
2,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.01, 0.0, 0.0], 60: [0.0, 0.01, 0.0, 0.0, 0.0], 70: [0.0, 0.0, 0.01, 0.0, 0.0], 80: [0.0, 0.0, 0.01, 0.01, 0.01], 90: [0.0, 0.01, 0.01, 0.02, 0.01]}
3,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.01, 0.0, 0.01, 0.0, 0.0], 50: [0.0, 0.01, 0.060000000000000005, 0.0, 0.04], 60: [0.09, 0.060000000000000005, 0.07, 0.04, 0.09], 70: [0.1, 0.13, 0.08, 0.03, 0.09], 80: [0.15, 0.12000000000000001, 0.17, 0.16, 0.12], 90: [0.19, 0.15, 0.16, 0.16, 0.16]}
4,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.02, 0.0, 0.02, 0.02, 0.03], 60: [0.03, 0.03, 0.02, 0.01, 0.01], 70: [0.08, 0.05, 0.04, 0.03, 0.02], 80: [0.08, 0.05, 0.08, 0.07, 0.05], 90: [0.06, 0.07, 0.08, 0.08, 0.060000000000000005]}
5,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.01, 0.0], 60: [0.01, 0.0, 0.02, 0.01, 0.0], 70: [0.01, 0.01, 0.0, 0.01, 0.0], 80: [0.01, 0.0, 0.03, 0.0, 0.03], 90: [0.02, 0.01, 0.03, 0.03, 0.01]}
6,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.0, 0.0], 60: [0.01, 0.0, 0.0, 0.0, 0.0], 70: [0.0, 0.0, 0.0, 0.0, 0.0], 80: [0.0, 0.0, 0.0, 0.01, 0.0], 90: [0.01, 0.01, 0.01, 0.0, 0.0]}
7,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.0, 0.0, 0.0], 60: [0.0, 0.0, 0.0, 0.01, 0.0], 70: [0.01, 0.01, 0.01, 0.0, 0.0], 80: [0.0, 0.0, 0.0, 0.0, 0.0], 90: [0.0, 0.01, 0.0, 0.0, 0.01]}
8,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.01], 50: [0.01, 0.0, 0.0, 0.0, 0.02], 60: [0.0, 0.0, 0.02, 0.01, 0.02], 70: [0.03, 0.02, 0.01, 0.02, 0.02], 80: [0.06, 0.02, 0.04, 0.04, 0.01], 90: [0.03, 0.03, 0.04, 0.03, 0.05]}
9,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.01, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.01], 50: [0.01, 0.03, 0.01, 0.01, 0.0], 60: [0.02, 0.02, 0.02, 0.02, 0.02], 70: [0.03, 0.03, 0.02, 0.01, 0.03], 80: [0.03, 0.01, 0.02, 0.03, 0.01], 90: [0.02, 0.04, 0.03, 0.01, 0.05]}
10,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.01, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.01, 0.0, 0.01, 0.0], 60: [0.02, 0.01, 0.03, 0.02, 0.02], 70: [0.03, 0.04, 0.03, 0.02, 0.02], 80: [0.02, 0.04, 0.03, 0.01, 0.04], 90: [0.04, 0.03, 0.03, 0.04, 0.02]}
11,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.01, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.01, 0.02, 0.04, 0.04], 50: [0.1, 0.06, 0.02, 0.07, 0.06], 60: [0.12, 0.12000000000000001, 0.13, 0.08, 0.17], 70: [0.16999999999999998, 0.16, 0.15000000000000002, 0.14, 0.09], 80: [0.19, 0.22, 0.15000000000000002, 0.14, 0.21000000000000002], 90: [0.21000000000000002, 0.25, 0.22999999999999998, 0.2, 0.26]}
12,{10: [0.0, 0.0, 0.0, 0.0, 0.0], 20: [0.0, 0.0, 0.0, 0.0, 0.0], 30: [0.0, 0.0, 0.0, 0.0, 0.0], 40: [0.0, 0.0, 0.0, 0.0, 0.0], 50: [0.0, 0.0, 0.01, 0.0, 0.02], 60: [0.02, 0.0, 0.04, 0.0, 0.02], 70: [0.09, 0.05, 0.06, 0.05, 0.05], 80: [0.06, 0.06, 0.060000000000000005, 0.02, 0.09], 90: [0.060000000000000005, 0.06, 0.04, 0.04, 0.06]}
