1,0.0,0.02,0.0,0.02,0.02
2,0.04,0.04,0.02,0.02,0.0
3,0.02,0.02,0.0,0.0,0.06
4,0.02,0.0,0.0,0.0,0.02
5,0.04,0.08,0.02,0.06,0.04
6,0.02,0.02,0.0,0.02,0.02
7,0.04,0.04,0.06,0.04,0.02
8,0.02,0.02,0.02,0.06,0.06
9,0.04,0.06,0.0,0.04,0.02
10,0.08,0.02,0.02,0.0,0.04
11,0.06,0.06,0.02,0.14,0.04
12,0.04,0.12,0.06,0.06,0.04
13,0.1,0.02,0.06,0.04,0.06
14,0.04,0.08,0.04,0.04,0.06
15,0.06,0.08,0.1,0.08,0.1
16,0.16,0.06,0.08,0.08,0.16
17,0.14,0.08,0.12,0.14,0.06
18,0.16,0.14,0.08,0.12,0.08
19,0.02,0.14,0.18,0.14,0.16
20,0.08,0.18,0.14,0.1,0.06
21,0.18,0.08,0.18,0.28,0.14
22,0.18,0.2,0.1,0.16,0.14
23,0.12,0.28,0.2,0.08,0.12
24,0.16,0.26,0.16,0.12,0.18
25,0.26,0.16,0.18,0.14,0.16
26,0.32,0.24,0.2,0.26,0.24
27,0.14,0.38,0.26,0.3,0.2
28,0.32,0.4,0.12,0.28,0.34
29,0.42,0.34,0.28,0.26,0.28
30,0.34,0.26,0.38,0.3,0.32
31,0.28,0.4,0.24,0.38,0.36
32,0.34,0.26,0.4,0.48,0.36
33,0.4,0.34,0.34,0.44,0.3
34,0.6,0.3,0.34,0.5,0.38
35,0.42,0.36,0.34,0.52,0.4
36,0.38,0.48,0.46,0.38,0.56
37,0.46,0.46,0.46,0.38,0.4
38,0.44,0.34,0.42,0.44,0.44
39,0.52,0.3,0.62,0.42,0.46
40,0.58,0.68,0.4,0.56,0.6
41,0.58,0.58,0.4,0.54,0.56
42,0.62,0.5,0.64,0.6,0.5
43,0.78,0.52,0.42,0.52,0.56
44,0.68,0.6,0.7,0.54,0.66
45,0.66,0.58,0.58,0.52,0.58
46,0.6,0.64,0.58,0.7,0.76
47,0.68,0.66,0.78,0.68,0.66
48,0.8,0.7,0.56,0.72,0.68
49,0.54,0.64,0.74,0.72,0.74
50,0.68,0.8,0.6,0.74,0.62
51,0.66,0.68,0.66,0.7,0.76
52,0.66,0.88,0.7,0.8,0.76
53,0.84,0.8,0.84,0.8,0.88
54,0.76,0.8,0.92,0.86,0.8
55,0.7,0.84,0.84,0.74,0.84
56,0.74,0.8,0.9,0.9,0.86
57,0.84,0.88,0.66,0.9,0.76
58,0.8,0.84,0.84,0.88,0.88
59,0.86,0.84,0.82,0.82,0.9
60,0.8,0.88,0.88,0.82,0.9
61,0.86,0.86,0.9,0.94,0.98
62,0.84,0.9,0.92,0.94,0.94
63,0.72,0.88,0.92,0.92,0.88
64,0.96,1.0,0.92,0.92,0.98
65,0.92,1.0,0.92,0.88,0.96
66,0.9,0.96,0.9,0.96,0.96
67,1.0,0.9,0.98,0.98,1.0
68,0.92,0.9,1.0,0.98,0.98
69,0.96,0.98,1.0,0.94,0.98
70,0.96,0.96,0.9,0.94,0.98
71,1.0,0.96,1.0,1.0,0.9
72,0.98,1.0,0.98,1.0,0.96
73,1.0,1.0,1.0,0.94,0.94
74,1.0,1.0,0.96,1.0,0.92
75,0.92,1.0,1.0,1.0,0.9
76,1.0,1.0,1.0,0.94,1.0
77,0.92,0.98,1.0,0.96,0.96
78,0.92,1.0,0.98,0.96,0.98
79,1.0,0.98,1.0,0.98,1.0
80,0.96,1.0,0.98,0.96,0.98
81,1.0,0.96,1.0,1.0,0.98
82,1.0,1.0,1.0,1.0,1.0
83,1.0,1.0,1.0,1.0,0.98
84,1.0,0.98,1.0,1.0,1.0
85,1.0,1.0,1.0,1.0,0.98
86,0.98,1.0,0.98,1.0,1.0
87,0.98,1.0,0.96,1.0,1.0
88,1.0,1.0,1.0,1.0,1.0
89,1.0,1.0,1.0,1.0,1.0
90,1.0,0.98,1.0,1.0,1.0
91,1.0,1.0,0.98,1.0,0.98
92,1.0,1.0,1.0,1.0,0.96
93,1.0,1.0,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,1.0
95,1.0,1.0,1.0,1.0,1.0
96,1.0,1.0,1.0,1.0,1.0
97,1.0,1.0,1.0,1.0,1.0
98,1.0,1.0,1.0,1.0,1.0
99,1.0,1.0,1.0,1.0,1.0
100,1.0,1.0,1.0,1.0,1.0
