10,0.132,0.156,0.202,0.21,0.178
10,0.054,0.046,0.042,0.038,0.046
20,0.81,0.784,0.744,0.698,0.704
20,0.072,0.072,0.068,0.054,0.062
30,0.99,0.968,0.968,0.984,0.986
30,0.072,0.072,0.062,0.082,0.066
40,0.992,1.0,0.998,0.998,0.998
40,0.078,0.084,0.084,0.068,0.088
50,1.0,1.0,1.0,1.0,1.0
50,0.096,0.07,0.096,0.08,0.08
60,1.0,1.0,1.0,1.0,1.0
60,0.106,0.088,0.07,0.088,0.068
70,1.0,1.0,1.0,1.0,1.0
70,0.06,0.104,0.094,0.104,0.09
80,1.0,1.0,1.0,1.0,1.0
80,0.092,0.088,0.088,0.116,0.084
90,1.0,1.0,1.0,1.0,1.0
90,0.094,0.104,0.11,0.084,0.09
100,1.0,1.0,1.0,1.0,1.0
100,0.104,0.1,0.084,0.086,0.1
