10,0.23,0.142,0.186,0.204,0.162
10,0.046,0.058,0.046,0.038,0.04
20,0.75,0.784,0.872,0.762,0.672
20,0.068,0.06,0.068,0.066,0.058
30,0.966,0.962,0.97,0.972,0.972
30,0.088,0.09,0.07,0.108,0.074
40,0.996,0.998,0.998,0.996,0.99
40,0.082,0.088,0.05,0.058,0.082
50,1.0,0.998,1.0,1.0,0.998
50,0.106,0.074,0.092,0.066,0.088
60,1.0,1.0,1.0,1.0,1.0
60,0.074,0.102,0.098,0.102,0.068
70,1.0,1.0,1.0,1.0,1.0
70,0.066,0.06,0.076,0.082,0.086
80,1.0,1.0,1.0,1.0,1.0
80,0.09,0.084,0.084,0.104,0.098
90,1.0,1.0,1.0,1.0,1.0
90,0.09,0.09,0.094,0.104,0.096
100,1.0,1.0,1.0,1.0,1.0
100,0.088,0.09,0.088,0.092,0.096
