10,0.236,0.167,0.225,0.195,0.192
10,0.038,0.052,0.058,0.065,0.059
20,0.699,0.588,0.628,0.589,0.657
20,0.085,0.06,0.063,0.081,0.082
30,0.894,0.83,0.827,0.822,0.874
30,0.093,0.089,0.102,0.068,0.112
40,0.964,0.968,0.968,0.975,0.967
40,0.097,0.098,0.099,0.09,0.1
50,0.996,0.998,0.992,0.985,0.995
50,0.112,0.108,0.119,0.111,0.117
60,0.999,0.999,1.0,1.0,0.999
60,0.111,0.106,0.141,0.11,0.119
70,0.999,1.0,1.0,0.999,1.0
70,0.11,0.122,0.107,0.103,0.119
80,1.0,1.0,1.0,1.0,1.0
80,0.128,0.109,0.114,0.117,0.107
90,1.0,1.0,1.0,1.0,1.0
90,0.126,0.109,0.125,0.1,0.127
100,0.999,1.0,1.0,1.0,1.0
100,0.124,0.119,0.117,0.116,0.116
