1,0.02,0.02,0.0,0.08,0.06
2,0.0,0.0,0.0,0.06,0.02
3,0.02,0.06,0.0,0.04,0.04
4,0.04,0.02,0.02,0.02,0.04
5,0.02,0.02,0.06,0.0,0.02
6,0.02,0.06,0.04,0.06,0.02
7,0.02,0.0,0.04,0.0,0.06
8,0.04,0.04,0.02,0.04,0.0
9,0.06,0.04,0.06,0.04,0.02
10,0.06,0.0,0.02,0.1,0.02
11,0.02,0.04,0.06,0.06,0.06
12,0.08,0.04,0.06,0.1,0.06
13,0.06,0.1,0.06,0.08,0.08
14,0.12,0.06,0.08,0.06,0.08
15,0.04,0.12,0.12,0.08,0.04
16,0.02,0.06,0.04,0.04,0.14
17,0.14,0.12,0.1,0.08,0.1
18,0.04,0.12,0.12,0.1,0.18
19,0.14,0.2,0.24,0.08,0.08
20,0.1,0.1,0.22,0.06,0.1
21,0.12,0.14,0.14,0.16,0.12
22,0.16,0.2,0.16,0.26,0.14
23,0.3,0.16,0.1,0.22,0.2
24,0.22,0.2,0.12,0.3,0.16
25,0.12,0.3,0.24,0.26,0.24
26,0.28,0.18,0.24,0.26,0.26
27,0.28,0.22,0.28,0.24,0.24
28,0.36,0.3,0.18,0.18,0.22
29,0.34,0.26,0.5,0.2,0.34
30,0.28,0.34,0.16,0.28,0.22
31,0.2,0.34,0.3,0.28,0.46
32,0.3,0.34,0.36,0.22,0.22
33,0.42,0.32,0.44,0.26,0.26
34,0.2,0.3,0.48,0.4,0.42
35,0.36,0.38,0.36,0.44,0.5
36,0.34,0.36,0.44,0.5,0.36
37,0.36,0.64,0.52,0.36,0.34
38,0.4,0.42,0.56,0.44,0.48
39,0.44,0.32,0.28,0.42,0.48
40,0.48,0.62,0.4,0.52,0.42
41,0.44,0.44,0.62,0.48,0.42
42,0.5,0.6,0.68,0.52,0.62
43,0.7,0.58,0.48,0.62,0.52
44,0.66,0.6,0.52,0.56,0.54
45,0.66,0.64,0.78,0.66,0.6
46,0.8,0.54,0.62,0.64,0.76
47,0.66,0.78,0.58,0.6,0.74
48,0.66,0.82,0.68,0.64,0.76
49,0.74,0.74,0.76,0.72,0.58
50,0.78,0.8,0.76,0.76,0.84
51,0.8,0.72,0.72,0.74,0.7
52,0.82,0.78,0.82,0.92,0.78
53,0.76,0.82,0.74,0.9,0.74
54,0.82,0.76,0.8,0.88,0.76
55,0.76,0.92,0.8,0.88,0.86
56,0.84,0.84,0.84,0.86,0.74
57,0.98,0.84,0.8,0.76,0.88
58,0.82,0.86,0.74,0.8,0.84
59,0.86,0.94,0.88,0.82,0.76
60,0.88,0.92,0.82,0.8,0.92
61,0.9,0.9,0.86,0.86,0.9
62,0.96,0.84,0.88,1.0,0.78
63,0.96,0.86,0.94,0.96,0.94
64,1.0,1.0,0.94,0.92,0.96
65,0.92,0.9,1.0,0.88,0.92
66,0.88,0.92,0.94,0.94,0.88
67,0.96,0.96,0.94,0.96,0.96
68,1.0,0.98,0.96,0.96,0.96
69,0.92,0.86,0.96,0.96,1.0
70,1.0,0.92,0.96,0.88,0.98
71,0.92,0.94,0.98,0.98,1.0
72,1.0,0.96,0.98,0.98,0.92
73,0.94,1.0,0.96,1.0,1.0
74,0.96,1.0,1.0,0.9,0.96
75,1.0,1.0,0.94,0.96,0.98
76,1.0,0.98,0.98,0.94,1.0
77,1.0,1.0,0.94,1.0,0.98
78,0.96,1.0,0.98,1.0,1.0
79,1.0,1.0,1.0,0.96,0.98
80,1.0,0.98,0.98,1.0,1.0
81,1.0,1.0,1.0,1.0,0.98
82,0.98,0.98,1.0,0.96,1.0
83,1.0,1.0,1.0,1.0,1.0
84,0.98,1.0,1.0,1.0,1.0
85,1.0,1.0,1.0,1.0,1.0
86,1.0,1.0,1.0,0.98,1.0
87,1.0,0.98,1.0,1.0,1.0
88,1.0,1.0,1.0,0.96,0.96
89,1.0,1.0,1.0,1.0,1.0
90,0.96,1.0,1.0,0.98,1.0
91,1.0,1.0,1.0,1.0,1.0
92,1.0,1.0,1.0,1.0,1.0
93,1.0,1.0,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,1.0
95,1.0,1.0,1.0,1.0,1.0
96,1.0,1.0,1.0,1.0,1.0
97,0.96,1.0,1.0,1.0,1.0
98,1.0,1.0,1.0,1.0,0.98
99,1.0,1.0,1.0,1.0,1.0
100,1.0,1.0,1.0,1.0,1.0
