1,0.02,0.02,0.04,0.02,0.0
2,0.04,0.02,0.04,0.02,0.04
3,0.0,0.0,0.04,0.04,0.0
4,0.06,0.0,0.02,0.02,0.02
5,0.0,0.1,0.02,0.04,0.06
6,0.0,0.02,0.02,0.02,0.06
7,0.06,0.0,0.04,0.08,0.0
8,0.04,0.02,0.0,0.06,0.06
9,0.06,0.06,0.06,0.04,0.02
10,0.08,0.04,0.06,0.02,0.06
11,0.0,0.02,0.1,0.08,0.06
12,0.04,0.1,0.04,0.06,0.04
13,0.12,0.06,0.1,0.18,0.1
14,0.08,0.04,0.12,0.02,0.04
15,0.08,0.08,0.08,0.04,0.04
16,0.12,0.1,0.08,0.1,0.12
17,0.1,0.12,0.08,0.02,0.14
18,0.1,0.06,0.12,0.16,0.06
19,0.18,0.14,0.14,0.06,0.06
20,0.16,0.1,0.1,0.14,0.12
21,0.14,0.16,0.2,0.1,0.16
22,0.32,0.12,0.2,0.14,0.12
23,0.08,0.32,0.08,0.14,0.2
24,0.16,0.22,0.26,0.22,0.26
25,0.28,0.22,0.28,0.26,0.22
26,0.3,0.34,0.16,0.26,0.16
27,0.28,0.28,0.22,0.24,0.14
28,0.2,0.16,0.18,0.3,0.26
29,0.34,0.38,0.3,0.26,0.22
30,0.16,0.26,0.24,0.24,0.32
31,0.2,0.24,0.28,0.26,0.26
32,0.38,0.32,0.28,0.26,0.4
33,0.34,0.3,0.3,0.4,0.38
34,0.38,0.42,0.42,0.28,0.46
35,0.24,0.46,0.4,0.24,0.34
36,0.34,0.36,0.38,0.52,0.38
37,0.34,0.38,0.42,0.34,0.36
38,0.4,0.52,0.5,0.58,0.38
39,0.48,0.56,0.58,0.52,0.36
40,0.6,0.52,0.4,0.58,0.68
41,0.5,0.46,0.42,0.5,0.54
42,0.54,0.56,0.46,0.64,0.5
43,0.64,0.6,0.54,0.34,0.6
44,0.7,0.44,0.56,0.66,0.68
45,0.54,0.7,0.7,0.6,0.58
46,0.66,0.82,0.62,0.54,0.62
47,0.62,0.52,0.74,0.7,0.66
48,0.62,0.76,0.7,0.72,0.76
49,0.92,0.74,0.72,0.68,0.68
50,0.8,0.56,0.7,0.74,0.68
51,0.82,0.62,0.72,0.7,0.74
52,0.62,0.78,0.78,0.88,0.68
53,0.8,0.62,0.76,0.88,0.68
54,0.72,0.72,0.92,0.72,0.88
55,0.88,0.92,0.84,0.7,0.8
56,0.7,0.8,0.84,0.82,0.82
57,0.78,0.9,0.84,0.92,0.76
58,0.84,0.9,0.94,0.84,0.84
59,0.74,0.94,0.76,0.92,0.98
60,0.92,0.84,0.94,0.94,0.92
61,0.86,0.88,0.88,0.92,0.92
62,0.82,1.0,0.88,0.86,0.92
63,0.84,0.92,0.9,0.84,0.86
64,1.0,0.98,1.0,0.98,0.96
65,0.94,0.9,1.0,0.88,0.94
66,0.94,0.86,0.96,0.98,0.96
67,0.92,0.9,0.92,0.86,0.9
68,0.9,0.94,1.0,0.98,0.94
69,0.9,0.96,0.96,0.98,0.94
70,0.96,0.94,0.9,0.86,0.98
71,0.96,1.0,0.96,0.98,0.92
72,1.0,0.96,1.0,0.94,0.94
73,1.0,1.0,0.94,1.0,0.94
74,0.98,1.0,1.0,0.98,1.0
75,0.96,1.0,0.96,1.0,0.96
76,0.96,1.0,0.98,0.96,0.96
77,0.92,1.0,0.98,0.98,1.0
78,0.98,1.0,0.96,1.0,0.94
79,1.0,0.98,0.96,1.0,1.0
80,0.98,1.0,0.96,1.0,1.0
81,0.96,1.0,0.96,0.92,0.98
82,1.0,1.0,0.98,0.96,1.0
83,1.0,1.0,1.0,1.0,1.0
84,0.98,0.98,0.98,1.0,1.0
85,1.0,0.98,1.0,1.0,1.0
86,1.0,1.0,1.0,0.98,1.0
87,1.0,0.98,1.0,1.0,1.0
88,0.96,1.0,1.0,1.0,1.0
89,1.0,1.0,0.98,1.0,1.0
90,1.0,1.0,1.0,1.0,1.0
91,1.0,1.0,1.0,0.98,1.0
92,1.0,1.0,1.0,1.0,1.0
93,1.0,1.0,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,1.0
95,1.0,1.0,0.98,1.0,1.0
96,1.0,1.0,1.0,1.0,1.0
97,1.0,1.0,1.0,1.0,1.0
98,1.0,1.0,0.98,1.0,1.0
99,1.0,1.0,1.0,1.0,1.0
100,1.0,1.0,1.0,1.0,1.0
