10,0.243,0.267,0.194,0.247,0.235
10,0.066,0.07,0.05,0.064,0.05
20,0.597,0.64,0.567,0.609,0.594
20,0.083,0.078,0.062,0.069,0.08
30,0.872,0.827,0.891,0.866,0.876
30,0.093,0.107,0.106,0.09,0.084
40,0.971,0.95,0.959,0.963,0.969
40,0.106,0.088,0.101,0.103,0.125
50,0.989,0.99,0.996,0.996,0.994
50,0.112,0.105,0.12,0.1,0.117
60,0.998,0.998,0.999,0.997,1.0
60,0.106,0.125,0.113,0.113,0.092
70,0.999,1.0,1.0,0.999,1.0
70,0.103,0.12,0.118,0.103,0.107
80,1.0,1.0,1.0,1.0,1.0
80,0.125,0.112,0.113,0.111,0.117
90,1.0,1.0,1.0,1.0,1.0
90,0.119,0.113,0.13,0.131,0.102
100,1.0,1.0,1.0,1.0,1.0
100,0.137,0.122,0.103,0.103,0.116
