1,0.04,0.04,0.04,0.0,0.02
2,0.02,0.02,0.0,0.02,0.0
3,0.02,0.02,0.0,0.06,0.02
4,0.02,0.02,0.04,0.02,0.0
5,0.06,0.06,0.08,0.0,0.0
6,0.0,0.0,0.0,0.02,0.04
7,0.04,0.12,0.02,0.04,0.04
8,0.06,0.02,0.0,0.0,0.0
9,0.0,0.0,0.04,0.04,0.04
10,0.06,0.12,0.08,0.04,0.12
11,0.06,0.12,0.06,0.02,0.04
12,0.02,0.04,0.08,0.12,0.04
13,0.08,0.02,0.06,0.0,0.1
14,0.14,0.1,0.16,0.06,0.06
15,0.12,0.04,0.06,0.02,0.16
16,0.16,0.12,0.1,0.14,0.06
17,0.08,0.1,0.14,0.06,0.04
18,0.12,0.06,0.1,0.12,0.08
19,0.08,0.1,0.2,0.12,0.16
20,0.1,0.08,0.06,0.16,0.12
21,0.12,0.16,0.18,0.24,0.18
22,0.16,0.2,0.28,0.22,0.28
23,0.18,0.1,0.28,0.04,0.2
24,0.24,0.14,0.18,0.2,0.14
25,0.18,0.2,0.16,0.3,0.18
26,0.3,0.3,0.14,0.36,0.2
27,0.1,0.16,0.22,0.18,0.2
28,0.3,0.32,0.28,0.18,0.24
29,0.3,0.24,0.38,0.38,0.18
30,0.18,0.32,0.24,0.3,0.24
31,0.4,0.2,0.38,0.22,0.3
32,0.34,0.26,0.48,0.4,0.2
33,0.32,0.36,0.38,0.32,0.32
34,0.26,0.26,0.32,0.42,0.42
35,0.36,0.36,0.48,0.34,0.38
36,0.24,0.36,0.36,0.44,0.46
37,0.54,0.5,0.48,0.42,0.4
38,0.34,0.38,0.52,0.36,0.44
39,0.36,0.36,0.5,0.4,0.54
40,0.5,0.52,0.64,0.4,0.48
41,0.56,0.54,0.6,0.44,0.58
42,0.56,0.52,0.5,0.64,0.44
43,0.52,0.66,0.48,0.68,0.62
44,0.6,0.76,0.62,0.64,0.8
45,0.7,0.58,0.66,0.64,0.72
46,0.54,0.52,0.7,0.6,0.76
47,0.64,0.72,0.72,0.64,0.72
48,0.8,0.72,0.62,0.74,0.78
49,0.66,0.7,0.52,0.8,0.6
50,0.7,0.74,0.68,0.7,0.74
51,0.92,0.68,0.88,0.7,0.86
52,0.72,0.8,0.9,0.64,0.8
53,0.76,0.78,0.86,0.78,0.84
54,0.86,0.72,0.88,0.78,0.68
55,0.78,0.88,0.78,0.8,0.86
56,0.86,0.84,0.9,0.74,0.96
57,0.86,0.86,0.84,0.88,0.82
58,0.72,0.84,0.88,0.9,0.84
59,0.78,0.7,0.88,0.88,0.88
60,0.88,0.78,0.9,0.96,0.86
61,0.94,0.96,0.94,0.94,0.84
62,0.94,0.92,0.86,0.86,0.88
63,0.88,0.9,0.96,1.0,0.96
64,0.84,0.96,0.94,0.96,0.96
65,0.94,0.92,0.88,0.98,0.96
66,0.96,0.82,0.96,0.96,0.96
67,1.0,0.94,1.0,0.86,0.94
68,1.0,0.96,0.94,0.98,0.94
69,0.92,1.0,0.96,1.0,0.96
70,0.98,0.96,0.98,0.98,0.96
71,0.92,1.0,0.98,0.98,0.98
72,1.0,0.92,1.0,1.0,0.92
73,0.94,0.98,0.98,0.98,0.96
74,0.96,0.98,0.94,0.98,0.96
75,0.96,0.98,0.98,0.98,0.98
76,0.96,1.0,0.98,0.96,0.98
77,1.0,0.98,0.92,1.0,0.92
78,0.98,0.98,0.96,1.0,1.0
79,1.0,0.96,1.0,1.0,1.0
80,1.0,0.98,1.0,1.0,1.0
81,1.0,1.0,0.98,1.0,1.0
82,1.0,1.0,0.98,0.98,1.0
83,1.0,1.0,1.0,1.0,1.0
84,1.0,1.0,1.0,1.0,0.98
85,1.0,0.94,0.98,1.0,0.98
86,0.98,1.0,1.0,1.0,1.0
87,1.0,0.98,1.0,1.0,1.0
88,1.0,1.0,1.0,1.0,1.0
89,1.0,1.0,1.0,1.0,1.0
90,1.0,1.0,1.0,1.0,1.0
91,0.98,1.0,1.0,1.0,1.0
92,1.0,1.0,1.0,1.0,1.0
93,1.0,0.96,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,1.0
95,1.0,1.0,1.0,1.0,1.0
96,1.0,1.0,1.0,1.0,1.0
97,1.0,1.0,1.0,1.0,1.0
98,1.0,1.0,1.0,1.0,1.0
99,1.0,0.98,1.0,1.0,1.0
100,1.0,1.0,1.0,1.0,1.0
