10,0.155,0.184,0.198,0.198,0.215
10,0.052,0.054,0.065,0.051,0.066
20,0.462,0.57,0.557,0.646,0.631
20,0.067,0.078,0.083,0.072,0.08
30,0.827,0.844,0.856,0.859,0.887
30,0.083,0.108,0.087,0.073,0.099
40,0.974,0.952,0.968,0.978,0.97
40,0.1,0.103,0.093,0.124,0.101
50,0.996,0.998,0.996,0.995,0.996
50,0.117,0.112,0.102,0.099,0.109
60,0.999,0.998,1.0,0.999,0.999
60,0.113,0.112,0.107,0.119,0.113
70,1.0,1.0,0.999,1.0,1.0
70,0.114,0.111,0.111,0.136,0.125
80,1.0,1.0,1.0,1.0,1.0
80,0.112,0.099,0.129,0.136,0.104
90,1.0,1.0,0.999,1.0,1.0
90,0.122,0.112,0.1,0.132,0.109
100,1.0,1.0,1.0,0.999,1.0
100,0.115,0.134,0.122,0.104,0.126
